"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.51760509,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.674983961,
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.601311089,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.365570965,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.37901041,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.376576034,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.391222646,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.652092761,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.798457005,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.222620107,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.669664875,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.192779327,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.630039,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.011580755,"P"
"JPN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.29478826,
"JPN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.088073015,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.734395772,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.016466284,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.611643653,
"JPN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",-0.194202492,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.515142751,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.78092818,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.014260746,
"JPN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.173084581,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.153653824,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.164013317,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",-0.19997591,
"JPN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.339622116,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.661949192,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.046983349,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",-0.54251844,
"JPN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.423889971,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.353357092,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.567317126,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-1.246661865,
"JPN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.474369691,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.808010488,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.963229732,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.04444675,
"JPN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.23382874,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.052701833,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.20076295,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.814213184,
"JPN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.816572242,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-1.059534428,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.859104907,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",2.432176915,
"JPN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.141893299,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.373454907,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.897936171,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.373529284,
"JPN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.07352438,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.374829293,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.904186503,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.964297533,
"JPN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.116491054,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.808302362,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.814711845,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.094366633,
"JPN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.474880801,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.535071604,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.14385764,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.090367098,
"JPN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.148106102,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.722481701,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.133825744,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.176880788,
"JPN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.150999159,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.801916465,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.427481859,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.760907856,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.094031789,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.13139815,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.397875379,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.72538689,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.206611346,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.479093832,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.519519855,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.01264466,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-2.757102038,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.445943155,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.940592892,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.305350263,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.834741628,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.525160679,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.589797717,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.688898265,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.321551523,
"OECD","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.047695455,
"OECD","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.07058786,
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.772276547,
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.702158122,
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.604300398,
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.686184398,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.753277524,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.666648222,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.902137324,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.76008017,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.031134972,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.681075297,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.371216455,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.975937567,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.679820996,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.651733721,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.519126856,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.70048209,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.190303301,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.019375509,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.503516051,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.99298465,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-2.315156186,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.197511667,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.582381487,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.901599074,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.60166567,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.105193188,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.852293581,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.569531598,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.279169637,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.378683121,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.591340126,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.429425245,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.480866115,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.142375593,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.177459189,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.039960109,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.581979816,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.540324282,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.715258717,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.486070355,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.35761356,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.484965563,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.773900179,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.55272469,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.815999486,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.550192807,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.531908478,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.30797206,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.543938055,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.3661668,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.394379558,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.811246166,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.643305928,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.728235088,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.728888987,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.790812512,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.575202054,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.63815378,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.215067375,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.201914847,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.625042326,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.587902174,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.461170625,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.005775116,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.711141463,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.449898055,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.430564039,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.018022799,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.773014905,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.713196183,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.121929838,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.2,
"CAN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.373654347,
"CAN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.689959181,
"CAN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.720267587,
"CAN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.187819015,
"CAN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.180435577,
"CAN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.718426544,
"CAN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.346066595,
"CAN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.725522707,
"CAN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.211374835,
"CAN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.988734322,
"CAN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.810995411,
"CAN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.051646385,
"CAN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.279245485,
"CAN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.398598242,
"CAN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.639626644,
"CAN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.968907263,
"CAN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.419854575,
"CAN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.113617046,
"CAN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.076640567,
"CAN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.361671897,
"CAN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.820044012,
"CAN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.159518489,
"CAN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-2.259686183,
"CAN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-1.091258596,
"CAN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.44993852,
"CAN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.166157024,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.206341487,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.523260909,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.708694922,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.117505154,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.755347044,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.19480651,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.379639562,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.78751324,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.064087343,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.326163737,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.136217106,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.20678147,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.897004855,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.580357191,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.814973402,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.050559545,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.163447761,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.913329104,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.959051308,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.691975668,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.549519408,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.272172083,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.353701829,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.074877376,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.54850084,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.491711724,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.031213682,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.561483087,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.08691958,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.023044213,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421873021,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.517990679,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.875239281,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.785105341,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.690122507,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.340869542,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.090640853,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.990737829,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.326642811,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.300683754,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.157302609,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.042537245,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.983958377,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.192421261,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.204702201,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.798903494,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.335114906,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.600008023,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.196162047,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.183308401,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.276604694,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.859723809,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.085054253,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.505214274,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.989264573,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",-1.196153235,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.447934682,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.28743607,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",2.494514835,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.244923148,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.950365525,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.785150741,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.932458496,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.797506864,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.918417552,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.319947274,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.122968349,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.802954874,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.345367222,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.145738102,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-6.477614128,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.436809528,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.924668988,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.771944872,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.001905585,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.761947367,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.410728143,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.100121636,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.558440833,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.174006405,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.122387672,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.027781379,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.4369723,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.058171539,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.385316617,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.07736141,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.857299318,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.460926042,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.348848232,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.179485726,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.772230003,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.162133293,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.386585668,
